expression,reading,meaning,tags,guid
脱出,だっしゅつ,탈출하다,JLPT_1 JLPT,rfK<qkCIf]
脱する,だっする,"~로부터 탈출하다, 나가다",JLPT_1 JLPT,t;JPYpd=u$
達成,たっせい,성취,JLPT_1 JLPT,y%qBRcv/jg
脱退,だったい,"탈퇴, 탈퇴",JLPT_1 JLPT,ncettC@%js
だったら,だったら,그렇다면,JLPT_1 JLPT,C/Y!eNd>%+
立て替える,たてかえる,"미리 지불하다, 다른 비용을 지불하다",JLPT_1 JLPT,kf$XJ8^ry/
建前,たてまえ,위치; 공개적으로 취하는 입장; 원칙,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4
奉る,たてまつる,"제안하다, 정중하게 행하다",JLPT_1 JLPT,f5~QK@<Z?-
だと,だと,그렇다면,JLPT_1 JLPT,AdbIr)ODQy
他動詞,たどうし,타동사(직접목적어),JLPT_1 JLPT,k%4*4&yY`0
辿り着く,たどりつく,"도달하다, 어떻게든 해내다",JLPT_1 JLPT,g7HZru1rgh
辿る,たどる,"(길을) 따르다, (과정을) 추구하다, 추적하다",JLPT_1 JLPT,wGxS[a6&-W
束ねる,たばねる,"묶음으로 묶다, 통제하다",JLPT_1 JLPT,f-6#7v|syX
だぶだぶ,だぶだぶ,"헐렁한, 헐렁한",JLPT_1 JLPT,gN6($!p`)9
他方,たほう,"다른 쪽, 다른 한편",JLPT_1 JLPT,kBVB0U>~W;
多忙,たぼう,바쁘다,JLPT_1 JLPT,&tDV5aeSi
給う,たまう,"받다, 부여하다",JLPT_1 JLPT,o3qNRs#MmC
魂,たましい,"영혼, 정신",JLPT_1 JLPT,Lule^<EV8B
溜まり,たまり,"수거물, 집결장소, 체납물",JLPT_1 JLPT,vn*T!ewBaY
賜る,たまわる,"부여하다, 수여하다",JLPT_1 JLPT,HP!zs26?IS
保つ,たもつ,"유지하다, 보존하다, 유지하다",JLPT_1 JLPT,gTbXu)j!`=
たやすい,たやすい,"쉽다, 간단하다, 가볍다",JLPT_1 JLPT,AG]dUK?GLW
多様,たよう,"다양성, 다양성",JLPT_1 JLPT,vtZOkeWk&x
だるい,だるい,"나른한, 나른한 (피곤한) 느낌",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,"ssq5O?,bMD"
弛み,たるみ,"느슨해짐, 느슨해짐",JLPT_1 JLPT,CfA9KvwrNs
弛む,たるむ,"느슨하게 하다, 느슨해지다, 긴장을 풀다",JLPT_1 JLPT,Q3_&mJpm{q
垂れる,たれる,"매달리다, 처지다; 똑똑 떨어지는",JLPT_1 JLPT,"dR~s,A!paY"
タレント,タレント,"재능, 스타, 성격",JLPT_1 JLPT,lrfU7E]iMP
タワー,タワー,탑,JLPT_1 JLPT,v5:z0AFR9T
単一,たんいつ,"싱글, 심플, 단독",JLPT_1 JLPT,h$`k(ir0Rg
短歌,たんか,31음절의 일본시,JLPT_1 JLPT,Ir#MY^13Ie
担架,たんか,"들것, 쓰레기",JLPT_1 JLPT,HV+tZ)Qo19
短気,たんき,성격이 급하다,JLPT_1 JLPT,"q,u5ZnTUee"
団結,だんけつ,"단결, 연합, 연대",JLPT_1 JLPT,nY!|1{!OCq
探検,たんけん,"탐험, 탐험",JLPT_1 JLPT,sRi|/nSA`o
断言,だんげん,"주장, 선언, 단언",JLPT_1 JLPT,w+Gv2p_R~h
短縮,たんしゅく,"단축, 약어, 축소",JLPT_1 JLPT,"loQag*w7,y"
断然,だんぜん,"확고히, 절대적으로, 확실히",JLPT_1 JLPT,i4oX5JR1dF
炭素,たんそ,탄소(C),JLPT_1 JLPT,x^}A~2~z<O
短大,たんだい,단기 대학,JLPT_1 JLPT,q^nCWsg[HX
単調,たんちょう,"단조로움, 단조로움, 단조로움",JLPT_1 JLPT,rL$X_?_Pk#
単独,たんどく,"유일한, 싱글",JLPT_1 JLPT,esBhRW$7nM
旦那,だんな,"주인(집의), 남편(비공식)",JLPT_1 JLPT,Eg]wBS#KM/
短波,たんぱ,단파,JLPT_1 JLPT,i|6Bns+L;/
蛋白質,たんぱくしつ,단백질,JLPT_1 JLPT,Jp^dQ($699
ダンプ,ダンプ,덤프트럭,JLPT_1 JLPT,Nw}Lm}Btbw
断面,だんめん,단면,JLPT_1 JLPT,GKBfUV.8Iw
弾力,だんりょく,"탄력성, 유연성",JLPT_1 JLPT,msj@^X&|0|
治安,ちあん,"공공질서, 보안",JLPT_1 JLPT,"BnO,YE-DZD"
チームワーク,チームワーク,팀워크,JLPT_1 JLPT,P=nF6sUVt[
チェンジ,チェンジ,변화,JLPT_1 JLPT,Dijxw<8QAe
違える,ちがえる,변화하다,JLPT_1 JLPT,l%F*x{2Z?s
畜産,ちくさん,축산업,JLPT_1 JLPT,JuGLp(:y{X
畜生,ちくしょう,"짐승, 짐승, 젠장",JLPT_1 JLPT,vq_X{4/863
蓄積,ちくせき,"축적하다, 축적하다, 저장하다",JLPT_1 JLPT,Pr<}&RmAQ(
地形,ちけい,"지형, 지형, 지형",JLPT_1 JLPT,z9e8bk2QkU
知性,ちせい,지능,JLPT_1 JLPT,O7tGamj6Tf
乳,ちち,"우유, 유방, 루프",JLPT_1 JLPT,"l,=LW~Hy+r"
縮まる,ちぢまる,"단축되다, 축소하다, 축소하다",JLPT_1 JLPT,wu7wbA:9_;
秩序,ちつじょ,"질서, 규칙성",JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,P)jMU1FkFO
窒息,ちっそく,질식,JLPT_1 JLPT,fDBko;}]D
知的,ちてき,지적인,JLPT_1 JLPT,jiAkN.}ZmV
着手,ちゃくしゅ,"승선, 발사",JLPT_1 JLPT,F[_a*7LJN.
着色,ちゃくしょく,"색칠하다, 색칠하다",JLPT_1 JLPT,N#Q=xWnJKS
着席,ちゃくせき,"앉다, 앉다",JLPT_1 JLPT,MeN__AKyp|
着目,ちゃくもく,주목,JLPT_1 JLPT,wi@WVZX@m|
着陸,ちゃくりく,"착륙, 터치다운",JLPT_1 JLPT,b|+eNo%pfV
着工,ちゃっこう,(건축)작업의 시작,JLPT_1 JLPT,Ew6+3{D_ru
茶の間,ちゃのま,거실(일본식),JLPT_1 JLPT,N9-wCuA<Rp
茶の湯,ちゃのゆ,다도,JLPT_1 JLPT,ejvH[/WC(/
ちやほや,ちやほや,"애지중지하다, 소란을 피우다, 망치다",JLPT_1 JLPT,p7xbFu82u*
チャンネル,チャンネル,채널,JLPT_1 JLPT,nV5l[5`h]F
宙返り,ちゅうがえり,"공중제비, 루프 반복",JLPT_1 JLPT,G#D%$XG0_r
中継,ちゅうけい,"릴레이, 연결",JLPT_1 JLPT,MWNEDyrDN$
忠告,ちゅうこく,"조언, 경고",JLPT_1 JLPT,N9-O04D*/i
中傷,ちゅうしょう,"비방, 명예훼손, 명예훼손",JLPT_1 JLPT,p0CsH{8#JZ
中枢,ちゅうすう,"중심, 주춧돌, 핵",JLPT_1 JLPT,r%Mjj+Ek{5
抽選,ちゅうせん,"복권, 추첨, 추첨",JLPT_1 JLPT,0KYkNtfpJ
中断,ちゅうだん,"중단, 중단, 중단",JLPT_1 JLPT,w>%6r/va[-
中毒,ちゅうどく,중독,JLPT_1 JLPT,LzJ=jxfHor
中腹,ちゅうふく,"산 쪽, 중간쯤",JLPT_1 JLPT,tB+gKvvwou
中立,ちゅうりつ,중립,JLPT_1 JLPT,PZFB#``%5o
中和,ちゅうわ,"무력화하다, 대응하다",JLPT_1 JLPT,nyH&P(=%8Y
～著,～ちょ,~에 의해 작성됨,JLPT_1 JLPT,fQ0a}K7p9f
腸,ちょう,"창자, 창자",JLPT_1 JLPT,K%kn{5[S%7
蝶,ちょう,나비,JLPT_1 JLPT,q;0HqmYw1-
超,ちょう,"슈퍼, 울트라, 하이퍼",JLPT_1 JLPT,Eiftj43[ej
調印,ちょういん,"서명, 서명, 봉인",JLPT_1 JLPT,+X8b+]_hF
聴覚,ちょうかく,청각,JLPT_1 JLPT,C>6Ay%IdDe
長官,ちょうかん,"국장, (정부) 비서",JLPT_1 JLPT,"H,v:QJS0Yi"
聴講,ちょうこう,"강의 출석, 청강",JLPT_1 JLPT,dMxJpHdu-m
徴収,ちょうしゅう,"징수, 부과",JLPT_1 JLPT,LIId5$2fh5
聴診器,ちょうしんき,청진기,JLPT_1 JLPT,A2>D_NQ`=%
調停,ちょうてい,"중재, 조정, 조정",JLPT_1 JLPT,zrfL7jNQ@_
重複,ちょうふく,"중복, 반복, 중복, 중복, 복원",JLPT_1 JLPT,yXhchN!{a9
長編,ちょうへん,"장편(예: 소설, 영화)",JLPT_1 JLPT,u19=nL^X<]
重宝,ちょうほう,"편리하다, 유용하다",JLPT_1 JLPT,P`*HZ|)=W)
調理,ちょうり,요리,JLPT_1 JLPT,P`dt.f6=&.
調和,ちょうわ,조화,JLPT_1 JLPT,MQV-Mk:gSq
ちょくちょく,ちょくちょく,"자주, 자주, 이따금, 가끔씩",JLPT_1 JLPT,eXEksqIu&w
直面,ちょくめん,직면,JLPT_1 JLPT,Q%puR-vfcY
著書,ちょしょ,"문학 작품, 책",JLPT_1 JLPT,k8We;qzOF?
貯蓄,ちょちく,저금,JLPT_1 JLPT,yk~={SS:?P
直感,ちょっかん,"직관, 본능",JLPT_1 JLPT,QySp}y0;^p
著名,ちょめい,"잘 알려진, 주목받는, 유명한",JLPT_1 JLPT,X^slZ{jL{
ちらっと,ちらっと,"얼핏, 우연히",JLPT_1 JLPT,N3Y^D/sd+D
塵,ちり,"먼지, 더러움",JLPT_1 JLPT,E+SU)Yck+x
塵取り,ちりとり,쓰레받기,JLPT_1 JLPT,APKgG.~B~%
賃金,ちんぎん,임금,JLPT_1 JLPT,R~b_`JWOQ
沈殿,ちんでん,"강수, 퇴적, 침전",JLPT_1 JLPT,G+XQh2h;J
沈没,ちんぼつ,"침몰, 창립",JLPT_1 JLPT,iW4PqKe`G4
沈黙,ちんもく,"침묵, 과묵",JLPT_1 JLPT,px*6fcGx;&
陳列,ちんれつ,"전시, 전시, 쇼",JLPT_1 JLPT,iwMSM}M#]k
追及,ついきゅう,"조사, 조사",JLPT_1 JLPT,noU*13b5O-
追跡,ついせき,추구,JLPT_1 JLPT,x&s%FCI5Z$
追放,ついほう,"추방, 추방",JLPT_1 JLPT,wlC&^*I(#k
費やす,ついやす,"소비하다, 헌신하다, 낭비하다",JLPT_1 JLPT,H-?H<E[N4R
墜落,ついらく,"넘어지다, 부서지다",JLPT_1 JLPT,GIlG86j>ft
痛感,つうかん,"예민하게 느끼다, 완전히 깨닫다",JLPT_1 JLPT,w#*!ZaG>/&
通常,つうじょう,"보통의, 보통의, 보통의",JLPT_1 JLPT,CK7#B(npW6
痛切,つうせつ,"예리한, 깊은",JLPT_1 JLPT,P)gMK#>#mQ
杖,つえ,지팡이,JLPT_1 JLPT,E%FRI/LaC<
使い道,つかいみち,사용,JLPT_1 JLPT,C.3OB5&{uj
仕える,つかえる,"봉사하다, 위해 일하다",JLPT_1 JLPT,"yJ9cY,O`h("
司る,つかさどる,"통치하다, 통치하다, 관리하다",JLPT_1 JLPT,N0ki8Oo?OJ
つかの間,つかのま,"순간, 짧은 시간,",JLPT_1 JLPT,"HjZRq7,M3q"
月並,つきなみ,"관습적인, 진부한, 흔한",JLPT_1 JLPT,"s,jIH8HGr)"
継目,つぎめ,"조인트, 솔기",JLPT_1 JLPT,g`*Hbj}:;n
尽きる,つきる,"다 써 버리다, 고갈되다",JLPT_1 JLPT,D@MfPrj.$e
尽くす,つくす,"지치다, 다 떨어지다; 헌신하다, 봉사하다",JLPT_1 JLPT,du~n(l-y;V
つくづく,つくづく,"완전히, 정말로",JLPT_1 JLPT,sr:&|?%)^o
作り,つくり,"메이크업, 구조, 체격",JLPT_1 JLPT,k)o<GJT`g{
造り,つくり,"메이크업, 구조, 체격",JLPT_1 JLPT,yc(=JOoe^y
繕う,つくろう,"수선하다, 고치다",JLPT_1 JLPT,rVgUbJ=*17
付け加える,つけくわえる,한 가지를 다른 것에 추가하다,JLPT_1 JLPT,G(BFo.4q2m
告げる,つげる,알리다,JLPT_1 JLPT,<m$M~A%1_
つじつま (はなしの～),つじつま (はなしの～),"일관성, 일관성",JLPT_1 JLPT,jvc[~0R.1u
筒,つつ,"파이프, 튜브",JLPT_1 JLPT,w^XrZ[jgo`
突く,つつく,"찌르다, 공격하다, 공격하다; 찌르다, 슬쩍 찌르다, 쑤셔넣다",JLPT_1 JLPT,B*u&&$(Hd.
突っ突く,つっつく,누군가에게 메시지를 보내려고,JLPT_1 JLPT,"p5=i4N,JuA"
謹む,つつしむ,"조심하다, 순결하다, 신중하다",JLPT_1 JLPT,gh_.MQ25nu
突っ張る,つっぱる,"지지하다, 뻣뻣해지다; (상대방을) 밀어붙이다, (자신의 의견을) 고집하다, 주장하다",JLPT_1 JLPT,J%0:#u3#VS
務まる,つとまる,"평등하다, 적합하다",JLPT_1 JLPT,cvC_+6=O[(
勤め先,つとめさき,일하는 장소,JLPT_1 JLPT,d%0{lsg|M/
努めて,つとめて,"노력해라!, 열심히해라!",JLPT_1 JLPT,ie5f<%K4c(
津波,つなみ,"쓰나미, 해일",JLPT_1 JLPT,MNnk0OWf1x
つねる,つねる,꼬집다,JLPT_1 JLPT,uFreoT2Btm
角,つの,뿔,JLPT_1 JLPT,de#UEAK(5-
募る,つのる,"초대하다, 도움, 참여 등을 요청하다",JLPT_1 JLPT,LoJ`r.LWA^
唾,つば,"타액, 침, 가래",JLPT_1 JLPT,BsP8}KfBI.
呟く,つぶやく,"중얼거리다, 중얼거리다",JLPT_1 JLPT,ug.@5E|3HH
つぶら,つぶら,"둥글다, 둥글다",JLPT_1 JLPT,ef4-=?4kR%
つぶる (めを～),つぶる (めを～),눈을 감다,JLPT_1 JLPT,ndE`WwYDbY
壷,つぼ,"항아리, 냄비, 꽃병",JLPT_1 JLPT,C3S8JvZPeU
蕾,つぼみ,"봉오리, 꽃봉오리",JLPT_1 JLPT,"QMJ,;+-HP?"
連なる,つらなる,"쭉 뻗다, 쭉 뻗다, 일렬로 서다",JLPT_1 JLPT,mp~Cp%LGWd
貫く,つらぬく,통과하다,JLPT_1 JLPT,j32^3)_a~A
連ねる,つらねる,"연결하다, 연결하다, 하나로 묶다",JLPT_1 JLPT,"f,+4Zn,xV["
釣り鐘,つりがね,사원의 종(타치기용),JLPT_1 JLPT,NCQt3~fkfu
吊り革,つりかわ,견장,JLPT_1 JLPT,djH0o!(*c9
手当,てあて,"수당, 보상; 치료",JLPT_1 JLPT,"re,MYOrC&P"
定義,ていぎ,정의,JLPT_1 JLPT,Ju;[Z@>(rL
提供,ていきょう,"제안, 프로그램 후원",JLPT_1 JLPT,nfoi|;u&u/
提携,ていけい,"협력, 제휴, 공동사업",JLPT_1 JLPT,LK&~}-CW`X
体裁,ていさい,"품위, 스타일, 형태, 외모",JLPT_1 JLPT,Pn+88/;c&{
提示,ていじ,"프리젠테이션, 전시, 제안, 인용",JLPT_1 JLPT,"ghC1,HWr`q"
ティシュペーパー,ティシュペーパー,조직,JLPT_1 JLPT,E?F_x/Bz#;
定食,ていしょく,"정액 점심, 정식, 저녁",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,dh@a8noi3!
訂正,ていせい,"수정, 개정",JLPT_1 JLPT,xK_nbbN*:9
停滞,ていたい,"정체, 정체, 정체, 정체",JLPT_1 JLPT,IS{H3A{d1v
邸宅,ていたく,"저택, 거주지",JLPT_1 JLPT,y<*6&i/ulR
定年,ていねん,퇴직 연령,JLPT_1 JLPT,L&j?pv3_Qz
堤防,ていぼう,"은행, 위어",JLPT_1 JLPT,vS/&|1=DC6
手遅れ,ておくれ,(너무); 뒤늦은 치료,JLPT_1 JLPT,nekju?5ubj
でかい,でかい,거대한,JLPT_1 JLPT,Jx@s8-_D#U
手掛かり,てがかり,"힌트, 단서, 열쇠",JLPT_1 JLPT,tv6_fmP+C^
手掛ける,てがける,"다루다, 관리하다, 함께 일하다",JLPT_1 JLPT,b`U6.}VMxH
手数,てかず,"문제, 노동, 처리",JLPT_1 JLPT,JN-JN1T)fO
手軽,てがる,"쉽고, 간단하고, 저렴하다",JLPT_1 JLPT,O$[ge5&iL_
適応,てきおう,"적응, 조정, 순응",JLPT_1 JLPT,qk3tIV:T3#
適宜,てきぎ,적당,JLPT_1 JLPT,jN;;V2!rB&
適性,てきせい,적성,JLPT_1 JLPT,piX3]-NbDU
できもの,できもの,"종기, 발진",JLPT_1 JLPT,O_GU07-J5^
手際,てぎわ,"성능, 기술, 재치",JLPT_1 JLPT,bEAk|h>/cN
出くわす,でくわす,"우연히 만나다, 우연히 만나다",JLPT_1 JLPT,Q2(sjkHGlO
手順,てじゅん,"프로세스, 절차, 프로토콜",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,c1%awvoN<G
手錠,てじょう,"수갑, 수갑",JLPT_1 JLPT,M]H9j1Gt/U
手数,てすう,"문제, 노동, 처리",JLPT_1 JLPT,f]Aus5bfMZ
デコレーション,デコレーション,장식,JLPT_1 JLPT,K-]Gk*htnp
手近,てぢか,"가까운, 편리한, 친숙한",JLPT_1 JLPT,I~^!M@4Nmr
てっきり,てっきり,"확실히, 확실히, 의심할 여지 없이",JLPT_1 JLPT,K?Vg%~I#2j
鉄鋼,てっこう,철과 강철,JLPT_1 JLPT,rVT@BH(A<O
デッサン,デッサン,러프 스케치 (FRE: dessin),JLPT_1 JLPT,E=Z>y*~.3/
徹する,てっする,"헌신하다, 믿다",JLPT_1 JLPT,"vaiF^,!jUj"
てっぺん,てっぺん,"정상, 정상, 정점",JLPT_1 JLPT,e*DdFUG2(%
鉄棒,てつぼう,"쇠막대, 지렛대, 가로봉(체조)",JLPT_1 JLPT,r<o!(5nPnk
出直し,でなおし,"조정, 터치업",JLPT_1 JLPT,PF+k$MO93w
掌,てのひら,손바닥,JLPT_1 JLPT,D(Up6FVIZ(
手配,てはい,"정리, 수색(경찰에 의해)",JLPT_1 JLPT,J>A}Co`l`L
手筈,てはず,"준비, 계획, 프로그램",JLPT_1 JLPT,O--?RK?-XP
手引,てびき,"안내, 안내, 소개",JLPT_1 JLPT,J{/gJ9FsV[
手本,てほん,"모델, 패턴",JLPT_1 JLPT,"t|h[1W,pPs"
手回し,てまわし,"준비, 준비",JLPT_1 JLPT,dy-/j^Gui]
手元,てもと,"(돈) 손에 또는 집에, 지갑; 평소 스킬",JLPT_1 JLPT,tu&}1&?g%w
デモンストレーション,デモンストレーション,데모,JLPT_1 JLPT,I55gT%~:[j
照り返す,てりかえす,"반사하다, 빛을 되돌려 보내다",JLPT_1 JLPT,kIkT2-(*J3
テレックス,テレックス,"텔렉스, 텔레타이프라이터 교환",JLPT_1 JLPT,v1+D>d&5H.
手分け,てわけ,노동 분업,JLPT_1 JLPT,m#VeALIb8e
天,てん,"천국, 하늘",JLPT_1 JLPT,NGMN.ktbZT
田園,でんえん,"시골, 농촌 지역",JLPT_1 JLPT,u^Yf4=SXt+
天下,てんか,"세계, 온 나라",JLPT_1 JLPT,c`j(?T6s|2
転回,てんかい,"혁명, 회전",JLPT_1 JLPT,CdUnq5y&]D
連休,れんきゅう,연휴,JLPT_1 JLPT,v&B%&=.umW
レンジ,レンジ,"레인지, 스토브",JLPT_1 JLPT,"jL!E`UXR^,"
連日,れんじつ,매일,JLPT_1 JLPT,CSkupzR%yX
連帯,れんたい,연대,JLPT_1 JLPT,d+1viQ!EW$
レンタカー,レンタカー,렌트카,JLPT_1 JLPT,LHb}$Ksd`G
連中,れんちゅう,"동료, 회사, 많이",JLPT_1 JLPT,fcpKtyDAP?
レントゲン,レントゲン,X선(점등: Roentgen),JLPT_1 JLPT,GHk0mkE1#{
連邦,れんぽう,"연방, 주 연합",JLPT_1 JLPT,xfk/&QS*u}
連盟,れんめい,"리그, 연합, 동맹",JLPT_1 JLPT,rV)jw]&6Ih
老衰,ろうすい,"노쇠, 노인성쇠퇴",JLPT_1 JLPT,w1ZJJ7QWeX
朗読,ろうどく,"소리내어 읽기, 암송",JLPT_1 JLPT,El2iMtJ(Sl
浪費,ろうひ,"낭비, 사치",JLPT_1 JLPT,u{Vu7w)%?(
労力,ろうりょく,"노동, 노력, 수고",JLPT_1 JLPT,qiD=dg1#y~
ロープウエイ,ロープウエイ,"로프웨이, 공중 트램",JLPT_1 JLPT,pKV@$<+q~Q
ロープ,ロープ,로프,JLPT_1 JLPT,uDO_!v|0Dd
ろくな,ろくな,"만족스러운, 괜찮은",JLPT_1 JLPT,s_@NG</ZI-
露骨,ろこつ,"무뚝뚝하고 솔직하다. 확실히 보이는; 광범위한, 암시적인",JLPT_1 JLPT,okKA1R-|_f
ロマンチック,ロマンチック,낭만적인,JLPT_1 JLPT,M?mRP8})iJ
論議,ろんぎ,논의,JLPT_1 JLPT,c_VVnx7{Qw
論理,ろんり,논리,JLPT_1 JLPT,L6>bmEs.Go
惑星,わくせい,행성,JLPT_1 JLPT,i(EF_1YXl@
技,わざ,"예술, 기술",JLPT_1 JLPT,BM:PE.Zf/W
わざわざ,わざわざ,"to take the Trouble (to do), 우연히보다는 특별히 어떤 일을 하다",JLPT_1 JLPT Intermediate_Japanese_Ln.9 Intermediate_Japanese,t+s8u__g5@
煩わしい,わずらわしい,"부담스러운, 귀찮은, 복잡한",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,d%nLdUaXBB
渡り鳥,わたりどり,"철새, 통행하는 새",JLPT_1 JLPT,OW4.0`K.za
ワット,ワット,와트,JLPT_1 JLPT,Cl9:c$w_K0
詫び,わび,사과,JLPT_1 JLPT,AUUCTG`g4{
和文,わぶん,"일본어 텍스트, 일본어 문장",JLPT_1 JLPT,hA!eAFwp%C
藁,わら,빨대,JLPT_1 JLPT,IT5]>S[<%w
～割,～わり,~ 퍼센트,JLPT_1 JLPT,lrri&x/?!~
割当,わりあて,"할당, 할당, 할당량",JLPT_1 JLPT,IlKj$LsL25
割込む,わりこむ,"끼어들다, 방해하다",JLPT_1 JLPT,"ItKL,F,rvP"
悪者,わるもの,"나쁜 놈, 악당",JLPT_1 JLPT,zqrlJ[/)nS
我,われ,"나, 자기 자신, 자아, 자아",JLPT_1 JLPT,Cj(Z-pN+6@
捗る,はかどる,"진전을 이루다, (일을) 바로 앞으로 나아가다, 전진하다",JLPT_1 JLPT,LcVyrW<_Ko
はかない,はかない,"단명한, 일시적인, 일시적인",JLPT_1 JLPT,wqukd{`F!4
ばかばかしい,ばかばかしい,멍청한,JLPT_1 JLPT,PG3w`deiE$
破棄,はき,"철회, 무효화, 파기(예: 조약)",JLPT_1 JLPT,bm7xC^8X(_
剥ぐ,はぐ,"떼어내다, 벗겨내다, 떼어내다",JLPT_1 JLPT,D@e1MI=??R
迫害,はくがい,박해,JLPT_1 JLPT,ApZ+iCu%0a
薄弱,はくじゃく,"나약함, 나약함, 나약함",JLPT_1 JLPT,f:hfy$ygWT
白状,はくじょう,고백,JLPT_1 JLPT,J/Jj0`N>b{
漠然,ばくぜん,"모호한, 모호한, 모호한",JLPT_1 JLPT,z<3ukk)iX!
爆弾,ばくだん,폭탄,JLPT_1 JLPT,qYU+(QByX-
爆破,ばくは,"폭파하다, 폭발하다, 폭파하다",JLPT_1 JLPT,"m),XrBltSD"
暴露,ばくろ,"폭로, 폭로, 폭로",JLPT_1 JLPT,i/U;Q_t$DD
励ます,はげます,"격려하다, 응원하다, (목소리를) 높이다",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,Ov]Au<DThv
励む,はげむ,"열심이다, 노력하다",JLPT_1 JLPT,eRMmv1gB8h
剥げる,はげる,"벗겨지다, 닳아 없어지다, 퇴색하다, 변색되다",JLPT_1 JLPT,m#-VcH[ruD
化ける,ばける,"위장하다, ~의 형태를 취하다",JLPT_1 JLPT,"zsj~iuc<,S"
派遣,はけん,"파견하다, 보내다",JLPT_1 JLPT,xZEi_Ueutn
恥,はじ,"수치심, 당혹감",JLPT_1 JLPT,H_9U]_^tqP
弾く,はじく,"연주하다 (피아노, 기타)",JLPT_1 JLPT,p02dcV&o1#
パジャマ,パジャマ,파자마,JLPT_1 JLPT,Ipo@;IW-Nr
恥じらう,はじらう,"부끄러워하다, 수줍어하다, 얼굴이 붉어지다",JLPT_1 JLPT,"D}9,{%uTed"
恥じる,はじる,부끄러움을 느끼다,JLPT_1 JLPT,p`-?T7SXQx
橋渡し,はしわたし,"교량 건설', 조정",JLPT_1 JLPT,l%|j(`9GzE
弾む,はずむ,"튀다, 격려하다, 과시하다",JLPT_1 JLPT,jr]t()sL{)
破損,はそん,손상,JLPT_1 JLPT,AcKSLKW:yW
叩く,はたく,"때리다, 박수치다, 먼지를 털다, 때리다",JLPT_1 JLPT,"dWYi~RDgh,"
裸足,はだし,맨발,JLPT_1 JLPT,"po~Uf#TR,"
果たす,はたす,"완수하다, 성취하다, 수행하다, 달성하다",JLPT_1 JLPT,"DK+O{$,$^%"
蜂蜜,はちみつ,꿀,JLPT_1 JLPT,t2`Wi>Wvpr
パチンコ,パチンコ,파칭코(일본 핀볼),JLPT_1 JLPT,"N,S-[g<N~X"
罰,ばつ,"형벌, 형벌",JLPT_1 JLPT,pak.tgGX7x
発育,はついく,"(육체적) 성장, 발달",JLPT_1 JLPT,r)!<G?/hIO
発芽,はつが,발아,JLPT_1 JLPT,odw.?IsV+e
発掘,はっくつ,"발굴, 발굴; 발견(예: 새로운 재능)",JLPT_1 JLPT,EM>uH;4cf/
発言,はつげん,"발화, 연설, 제안",JLPT_1 JLPT,LH_cLO;>A#
バッジ,バッジ,배지,JLPT_1 JLPT,yC^3FORnX|
発生,はっせい,"발생, 발생, 발생",JLPT_1 JLPT,[~75YIE]^
仕立てる,したてる,"맞춤화하다, 만들다, 준비하다",JLPT_1 JLPT,c;3A;W&iox
下取り,したどり,"트레이드 인, 부품 교환",JLPT_1 JLPT,x00~X}Z@;z
下火,したび,"약해지고, 쇠퇴하고, 쇠퇴하고",JLPT_1 JLPT,GXttEHji#P
実,じつ,"과일, 좋은 결과",JLPT_1 JLPT,"O,>]AbA1/T"
実家,じっか,(부모님의) 집,JLPT_1 JLPT,m9e#UdET8v
失格,しっかく,"실격, 탈락, 무능력(법적)",JLPT_1 JLPT,h!}VE0Z-kV
質疑,しつぎ,질문,JLPT_1 JLPT,Mk?<?~7ejy
失脚,しっきゃく,"지위를 잃다, 쓰러지다, 넘어지다",JLPT_1 JLPT,dyF+u*87v/
実業家,じつぎょうか,"산업가, 사업가",JLPT_1 JLPT,j8A-]Sd~|q
シック,シック,우아한,JLPT_1 JLPT,b].GYST!sM
じっくり,じっくり,"일부러, 조심스럽게",JLPT_1 JLPT,OuD=.N_4bL
躾,しつけ,"규율, 훈련",JLPT_1 JLPT,p&pKDPj+ET
躾ける,しつける,"훈계하다, 매너를 가르치다",JLPT_1 JLPT,M=EeDC2V^e
実践,じっせん,"연습하다, 실천하다",JLPT_1 JLPT,lCEkku)Adc
質素,しっそ,"단순함, 겸손함, 검소함",JLPT_1 JLPT,Lg&>>9*&@$
実態,じったい,"진실, 사실",JLPT_1 JLPT,r05!(zrd*p
失調,しっちょう,"조화의 부족, 불균형",JLPT_1 JLPT,wL|Xhp<^m}
嫉妬,しっと,질투,JLPT_1 JLPT,"II[T1j,nrR"
実費,じっぴ,"실비, 원가",JLPT_1 JLPT,"Brcf8cxL,]"
指摘,してき,"지적하다, 식별하다",JLPT_1 JLPT,0XMUSx1~^
自転,じてん,"회전, 스핀",JLPT_1 JLPT,eZnBlzL^Oi
助動詞,じょどうし,조동사,JLPT_1 JLPT,MGBzC/KjZ/
淑やか,しとやか,우아한,JLPT_1 JLPT,cs-RRQGVDP
